city;venue_name;venue_id;rating;likes_cnt;Activity rate;Employment (jobs) in agriculture, fishery (NACE Rev. 2, A);"Employment (jobs) in arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies (NACE Rev. 2, R to U)";Employment (jobs) in construction (NACE Rev. 2, F);Employment (jobs) in financial and insurance activities (NACE Rev. 2, K);Employment (jobs) in information and communication (NACE Rev. 2, J);Employment (jobs) in mining, manufacturing, energy (NACE Rev. 2, B-E);"Employment (jobs) in professional, scientific and technical activities; administrative and support service activities (NACE Rev. 2, M and N)";Employment (jobs) in public administration, defence, education, human health and social work activities (NACE Rev. 2, O to Q);Employment (jobs) in real estate activities (NACE Rev. 2, L);Employment (jobs) in trade, transport, hotels, restaurants (NACE Rev. 2, G to I);Nationals as a proportion of population;Population on the 1st of January, total;Proportion of employment in industries (NACE Rev.1.1 C-E);Proportion of population aged 0-4 years;Proportion of population aged 10-14 years;Proportion of population aged 15-19 years;Proportion of population aged 20-24 years;Proportion of population aged 25-34 years;Proportion of population aged 35-44 years;Proportion of population aged 45-54 years;Proportion of population aged 5-9 years;Proportion of population aged 65-74 years;Proportion of population aged 75 years and over;Proportion of total population aged 55-64;Unemployment rate, female;Unemployment rate, male;Women per 100 men;Young-age dependency ratio (population aged 0-19 to population 20-64 years)
Wuppertal;Wuppertaler Brauhaus;4cc4116c806246884232342f;7.0;37;54.3;0.37331372493565995;21.434429706722472;16.56721061115982;15.444441302073022;9.100936112446618;79.29522893746994;71.39624989394497;127.11332334059222;5.913628779094431;97.31044429989535;81.2;353590.0;17.9;4.9;4.6;5.1;6.2;13.3;11.7;15.3;4.6;9.6;11.2;13.4;3.6;5.8;104.4;32.0
Wuppertal;Haus Zillertal;4b6ee171f964a520c8ce2ce3;;1;54.3;0.37331372493565995;21.434429706722472;16.56721061115982;15.444441302073022;9.100936112446618;79.29522893746994;71.39624989394497;127.11332334059222;5.913628779094431;97.31044429989535;81.2;353590.0;17.9;4.9;4.6;5.1;6.2;13.3;11.7;15.3;4.6;9.6;11.2;13.4;3.6;5.8;104.4;32.0
Stuttgart;Wirtshaus & Hotel Garbe;4c1a61a9b9f876b0ed907846;8.8;83;59.1;1.2864622761531934;45.267983999822995;23.99868509015509;45.13838951991567;46.30632025956826;107.30106852229105;169.34837682913917;186.76935185375422;7.606563802365257;113.53266650124932;75.4;632743.0;14.4;4.8;4.1;4.3;6.7;18.5;14.4;14.2;4.2;8.1;9.8;11.0;2.9;3.8;100.2;26.7
Stuttgart;Wichtel;4b54a421f964a5204bc427e3;8.1;91;59.1;1.2864622761531934;45.267983999822995;23.99868509015509;45.13838951991567;46.30632025956826;107.30106852229105;169.34837682913917;186.76935185375422;7.606563802365257;113.53266650124932;75.4;632743.0;14.4;4.8;4.1;4.3;6.7;18.5;14.4;14.2;4.2;8.1;9.8;11.0;2.9;3.8;100.2;26.7
Stuttgart;Tschechen & Söhne;4be9a03a1838952148be0acf;8.0;30;59.1;1.2864622761531934;45.267983999822995;23.99868509015509;45.13838951991567;46.30632025956826;107.30106852229105;169.34837682913917;186.76935185375422;7.606563802365257;113.53266650124932;75.4;632743.0;14.4;4.8;4.1;4.3;6.7;18.5;14.4;14.2;4.2;8.1;9.8;11.0;2.9;3.8;100.2;26.7
Stuttgart;Restaurant Kleingartenanlage Raichberg;4f099172e4b0e8ed38b0e672;;0;59.1;1.2864622761531934;45.267983999822995;23.99868509015509;45.13838951991567;46.30632025956826;107.30106852229105;169.34837682913917;186.76935185375422;7.606563802365257;113.53266650124932;75.4;632743.0;14.4;4.8;4.1;4.3;6.7;18.5;14.4;14.2;4.2;8.1;9.8;11.0;2.9;3.8;100.2;26.7
Stuttgart;Neckarblick;4db568f3fa8c350240f8a972;7.9;6;59.1;1.2864622761531934;45.267983999822995;23.99868509015509;45.13838951991567;46.30632025956826;107.30106852229105;169.34837682913917;186.76935185375422;7.606563802365257;113.53266650124932;75.4;632743.0;14.4;4.8;4.1;4.3;6.7;18.5;14.4;14.2;4.2;8.1;9.8;11.0;2.9;3.8;100.2;26.7
Stuttgart;Die Schankstelle;4e989f9c4690ec5f622667d9;7.9;138;59.1;1.2864622761531934;45.267983999822995;23.99868509015509;45.13838951991567;46.30632025956826;107.30106852229105;169.34837682913917;186.76935185375422;7.606563802365257;113.53266650124932;75.4;632743.0;14.4;4.8;4.1;4.3;6.7;18.5;14.4;14.2;4.2;8.1;9.8;11.0;2.9;3.8;100.2;26.7
Stuttgart;Des Gardawirtschäftle em Klengabach;4dfb2c9318a8fc7fb43ee9aa;7.1;6;59.1;1.2864622761531934;45.267983999822995;23.99868509015509;45.13838951991567;46.30632025956826;107.30106852229105;169.34837682913917;186.76935185375422;7.606563802365257;113.53266650124932;75.4;632743.0;14.4;4.8;4.1;4.3;6.7;18.5;14.4;14.2;4.2;8.1;9.8;11.0;2.9;3.8;100.2;26.7
Stuttgart;Biergarten am Killesberg;4e1b0ae6b61c33f26babf9b4;6.9;10;59.1;1.2864622761531934;45.267983999822995;23.99868509015509;45.13838951991567;46.30632025956826;107.30106852229105;169.34837682913917;186.76935185375422;7.606563802365257;113.53266650124932;75.4;632743.0;14.4;4.8;4.1;4.3;6.7;18.5;14.4;14.2;4.2;8.1;9.8;11.0;2.9;3.8;100.2;26.7
Stuttgart;Biergarten Schlossgarten;4bd08530b221c9b630d6d3d0;7.0;85;59.1;1.2864622761531934;45.267983999822995;23.99868509015509;45.13838951991567;46.30632025956826;107.30106852229105;169.34837682913917;186.76935185375422;7.606563802365257;113.53266650124932;75.4;632743.0;14.4;4.8;4.1;4.3;6.7;18.5;14.4;14.2;4.2;8.1;9.8;11.0;2.9;3.8;100.2;26.7
Stuttgart;Biergarten Im Klingenbach;59271ef760255e49d1a57385;;1;59.1;1.2864622761531934;45.267983999822995;23.99868509015509;45.13838951991567;46.30632025956826;107.30106852229105;169.34837682913917;186.76935185375422;7.606563802365257;113.53266650124932;75.4;632743.0;14.4;4.8;4.1;4.3;6.7;18.5;14.4;14.2;4.2;8.1;9.8;11.0;2.9;3.8;100.2;26.7
Stuttgart;Augustinerbiergarten am Kursaal;537a49d4498ee555a647e3a9;7.7;27;59.1;1.2864622761531934;45.267983999822995;23.99868509015509;45.13838951991567;46.30632025956826;107.30106852229105;169.34837682913917;186.76935185375422;7.606563802365257;113.53266650124932;75.4;632743.0;14.4;4.8;4.1;4.3;6.7;18.5;14.4;14.2;4.2;8.1;9.8;11.0;2.9;3.8;100.2;26.7
Stuttgart;Amadeus;4b6b0dc8f964a52093ef2be3;7.4;83;59.1;1.2864622761531934;45.267983999822995;23.99868509015509;45.13838951991567;46.30632025956826;107.30106852229105;169.34837682913917;186.76935185375422;7.606563802365257;113.53266650124932;75.4;632743.0;14.4;4.8;4.1;4.3;6.7;18.5;14.4;14.2;4.2;8.1;9.8;11.0;2.9;3.8;100.2;26.7
Nürnberg;Zollhaus Erlebnispark u. Pizzeria;4c093885340720a11e658493;7.0;6;61.4;4.999990295049893;33.77322637184322;22.783340870844583;29.823311678354663;50.82676469960268;98.1286915203969;142.98302992424317;154.18448333757115;9.730182977129315;153.0761780353687;78.1;515201.0;14.0;4.9;4.2;4.4;6.4;15.7;13.2;14.5;4.2;9.4;10.8;12.2;4.1;4.5;105.5;28.5
Nürnberg;Waldrestaurant Schießhaus;4e6bee7cd4c09a17a562db5c;6.3;7;61.4;4.999990295049893;33.77322637184322;22.783340870844583;29.823311678354663;50.82676469960268;98.1286915203969;142.98302992424317;154.18448333757115;9.730182977129315;153.0761780353687;78.1;515201.0;14.0;4.9;4.2;4.4;6.4;15.7;13.2;14.5;4.2;9.4;10.8;12.2;4.1;4.5;105.5;28.5
Nürnberg;Steinbrüchlein;4c45db1b74ffc928d68677cc;;3;61.4;4.999990295049893;33.77322637184322;22.783340870844583;29.823311678354663;50.82676469960268;98.1286915203969;142.98302992424317;154.18448333757115;9.730182977129315;153.0761780353687;78.1;515201.0;14.0;4.9;4.2;4.4;6.4;15.7;13.2;14.5;4.2;9.4;10.8;12.2;4.1;4.5;105.5;28.5
Nürnberg;Landbierparadies;4bdc22c52a3a0f473d98b1b6;7.4;27;61.4;4.999990295049893;33.77322637184322;22.783340870844583;29.823311678354663;50.82676469960268;98.1286915203969;142.98302992424317;154.18448333757115;9.730182977129315;153.0761780353687;78.1;515201.0;14.0;4.9;4.2;4.4;6.4;15.7;13.2;14.5;4.2;9.4;10.8;12.2;4.1;4.5;105.5;28.5
Nürnberg;Gutmann am Dutzendteich;4b4986bdf964a520e57026e3;8.3;90;61.4;4.999990295049893;33.77322637184322;22.783340870844583;29.823311678354663;50.82676469960268;98.1286915203969;142.98302992424317;154.18448333757115;9.730182977129315;153.0761780353687;78.1;515201.0;14.0;4.9;4.2;4.4;6.4;15.7;13.2;14.5;4.2;9.4;10.8;12.2;4.1;4.5;105.5;28.5
Nürnberg;Gasthaus Palmengarten;4b65f441f964a520cc0a2be3;6.9;14;61.4;4.999990295049893;33.77322637184322;22.783340870844583;29.823311678354663;50.82676469960268;98.1286915203969;142.98302992424317;154.18448333757115;9.730182977129315;153.0761780353687;78.1;515201.0;14.0;4.9;4.2;4.4;6.4;15.7;13.2;14.5;4.2;9.4;10.8;12.2;4.1;4.5;105.5;28.5
Nürnberg;Biergarten Wöhrder Wiese;4c7027e19c6d6dcbd1b7d17a;6.6;31;61.4;4.999990295049893;33.77322637184322;22.783340870844583;29.823311678354663;50.82676469960268;98.1286915203969;142.98302992424317;154.18448333757115;9.730182977129315;153.0761780353687;78.1;515201.0;14.0;4.9;4.2;4.4;6.4;15.7;13.2;14.5;4.2;9.4;10.8;12.2;4.1;4.5;105.5;28.5
München;zem bāra letes;5287a90411d233923cd36048;;0;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;schänke;521e3205498e02f196ae4d89;;1;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Zur Geyerwally;516ab858498e44df76a1f1c8;6.3;12;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Zur Deutschen Südsee Insel;5121126fe4b0c66bd982613e;;0;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Zum Löwen;4bcaee663740b713de906165;5.5;3;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Zum Flaucher;4ade0cb5f964a520a56821e3;8.9;148;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Zum Brunnwart;4cc3db5c42d1b60c5e481a13;5.8;42;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Zum Brunnergarten;4da1ea4cb521224b8d96feed;6.9;14;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Zum Alten Wirt;4b364b24f964a520533225e3;6.8;24;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Ziemann's Kochschule;4b76fc7bf964a5209d712ee3;8.2;11;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Wirtshaus zur Schwalbe;4bfa6e76b182c9b639427a5a;6.8;24;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Wirtshaus zum Straubinger;4b269677f964a520f77d24e3;8.2;236;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Wirtshaus zum Isartal;4ade0d06f964a5205d6a21e3;6.1;12;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Wirtshaus am Hart;4bd40044a8b3a5931d2e6b5f;5.8;11;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Wirtshaus am Bavariapark;4c0e91f97189c9289cb7d8b6;8.2;194;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Waldwirtschaft Bienenheim;5865482ab12d9f3e943adb5f;;0;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Waldheim;4bd5f48ccfa7b71369c026da;7.7;16;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Teutonia;4d9066cf788c54817b1e63fd;;3;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Taxisgarten;4ade0cadf964a520766821e3;8.4;175;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Tassilogarten;4b6c421cf964a520322c2ce3;7.2;41;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;St. Benno Einkehr;4d9e9ccff21988bff2efd389;7.9;12;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Siebenbrunn;4bd9c3a2d2cbc928dac3d1ad;6.7;21;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Schinderstadl;4c260a1f905a0f475e776260;6.5;16;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Sausalitos Sommerbar;4ddc0e2d52b177ff2e6480b0;;4;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Sandbar;559c31cb498e69496d109caf;;3;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Queer Beer Munich Stammtisch - Kongressgarten Wirtshaus am Bavariapark;4c8ea6e3d80976b079918375;;1;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Preysinggarten;4b1ff4e2f964a5204e2b24e3;8.8;255;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Paulaner's Wirtshaus mit Biergarten;4ce3e4bfa3c6721ecedc12cf;6.3;55;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Park Café;4b4644e1f964a5200b1c26e3;7.0;287;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Olympia Alm;4c6ec458e6b7b1f7c78fad8e;8.0;71;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Neue Fasanerie;4b8faa3cf964a520145c33e3;7.5;19;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Münchner Spezialitäten;4e7c7606d22d3b3719656dc3;;2;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Muffathalle Biergarten;4bd1e0e1462cb7134215db07;8.6;169;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Moosacher Paradies;51cca208498e1de08a9df84e;7.2;12;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Mini Hofbräuhaus;4b3362f1f964a5200a1925e3;8.0;50;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Milchhäusl;4b45c348f964a520f90f26e3;7.9;89;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Menterschwaige;4ba3aa6bf964a520d95138e3;8.2;125;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Meindleck;4db1c2068154905aadc8268d;7.1;7;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Mechito's 2;5426c9be498e920cad9b97c3;;1;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Löwenbräukeller;4b19530ff964a52046db23e3;6.7;376;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Ludwig's Wirtshaus;4d88e4786daeb60c853344e0;;3;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Lindengarten;4c34951016adc928e257c59c;8.2;32;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Leiberheim;4bd4845acfa7b713043924da;5.7;13;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Leib & Seele;4b6eca88f964a520b5ca2ce3;6.7;42;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Laimers;4b0bc847f964a5209a3323e3;7.1;81;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Kulturdachgarten;5b1bec8a418686002c7eb88f;7.6;12;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Kolpinghaus Clubraum;4f3bff6ee4b0258ec2bbd0e6;;0;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
